Energy,xx,yy,zz,xy,xz,yz
0.6995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8316,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8627,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000
0.8705,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
0.8782,0.0007,0.0007,0.0007,0.0004,0.0004,0.0004
0.8860,0.0013,0.0013,0.0013,0.0008,0.0008,0.0008
0.8938,0.0020,0.0020,0.0020,0.0012,0.0012,0.0012
0.9016,0.0029,0.0029,0.0029,0.0017,0.0017,0.0017
0.9093,0.0040,0.0040,0.0040,0.0024,0.0024,0.0024
0.9171,0.0052,0.0052,0.0052,0.0031,0.0031,0.0031
0.9249,0.0066,0.0066,0.0066,0.0039,0.0039,0.0039
0.9326,0.0081,0.0081,0.0081,0.0049,0.0049,0.0049
0.9404,0.0099,0.0099,0.0099,0.0059,0.0059,0.0059
0.9482,0.0118,0.0118,0.0118,0.0070,0.0070,0.0070
0.9560,0.0138,0.0138,0.0138,0.0082,0.0082,0.0082
0.9637,0.0161,0.0161,0.0161,0.0096,0.0096,0.0096
0.9715,0.0185,0.0185,0.0185,0.0110,0.0110,0.0110
0.9793,0.0210,0.0210,0.0210,0.0125,0.0125,0.0125
0.9870,0.0238,0.0238,0.0238,0.0142,0.0142,0.0142
0.9948,0.0267,0.0267,0.0267,0.0159,0.0159,0.0159
1.0026,0.0297,0.0297,0.0297,0.0177,0.0177,0.0177
1.0104,0.0330,0.0330,0.0330,0.0196,0.0196,0.0196
1.0181,0.0364,0.0364,0.0364,0.0216,0.0216,0.0216
1.0259,0.0399,0.0399,0.0399,0.0238,0.0238,0.0238
1.0337,0.0436,0.0436,0.0436,0.0260,0.0260,0.0260
1.0414,0.0475,0.0475,0.0475,0.0283,0.0283,0.0283
1.0492,0.0516,0.0516,0.0516,0.0307,0.0307,0.0307
1.0570,0.0558,0.0558,0.0558,0.0333,0.0333,0.0333
1.0648,0.0602,0.0602,0.0602,0.0359,0.0359,0.0359
1.0725,0.0648,0.0648,0.0648,0.0386,0.0386,0.0386
1.0803,0.0695,0.0695,0.0695,0.0414,0.0414,0.0414
1.0881,0.0744,0.0744,0.0744,0.0443,0.0443,0.0443
1.0959,0.0795,0.0795,0.0795,0.0473,0.0473,0.0473
1.1036,0.0847,0.0847,0.0847,0.0505,0.0505,0.0505
1.1114,0.0901,0.0901,0.0901,0.0537,0.0537,0.0537
