Energy,xx,yy,zz,xy,xz,yz
5.9544,14.1664,14.1664,14.1664,-1.9352,-1.9352,-1.9352
5.9911,14.3108,14.3108,14.3108,-1.4232,-1.4232,-1.4232
6.0279,13.0028,13.0028,13.0028,-0.9235,-0.9235,-0.9235
6.0646,11.2470,11.2470,11.2470,-0.3154,-0.3154,-0.3154
6.1014,9.3925,9.3925,9.3925,0.1850,0.1850,0.1850
6.1381,8.6292,8.6292,8.6292,0.3578,0.3578,0.3578
6.1749,8.4552,8.4552,8.4552,0.4383,0.4383,0.4383
6.2116,7.5024,7.5024,7.5024,0.1694,0.1694,0.1694
6.2484,7.0107,7.0107,7.0107,0.0919,0.0919,0.0919
6.2852,6.7953,6.7953,6.7953,0.0174,0.0174,0.0174
6.3219,6.7163,6.7163,6.7163,-0.0055,-0.0055,-0.0055
6.3587,6.5636,6.5636,6.5636,-0.0439,-0.0439,-0.0439
6.3954,6.5673,6.5673,6.5673,-0.0747,-0.0747,-0.0747
6.4322,6.7101,6.7101,6.7101,-0.2057,-0.2057,-0.2057
6.4689,6.9487,6.9487,6.9487,-0.3146,-0.3146,-0.3146
6.5057,7.1634,7.1634,7.1634,-0.3575,-0.3575,-0.3575
6.5424,7.5244,7.5244,7.5244,-0.2456,-0.2456,-0.2456
6.5792,7.9439,7.9439,7.9439,-0.0962,-0.0962,-0.0962
6.6160,8.4487,8.4487,8.4487,-0.0308,-0.0308,-0.0308
6.6527,8.6990,8.6990,8.6990,0.1405,0.1405,0.1405
6.6895,8.6348,8.6348,8.6348,0.1957,0.1957,0.1957
6.7262,8.3247,8.3247,8.3247,0.1330,0.1330,0.1330
6.7630,7.9962,7.9962,7.9962,0.0421,0.0421,0.0421
6.7997,7.6392,7.6392,7.6392,-0.0645,-0.0645,-0.0645
6.8365,7.2349,7.2349,7.2349,-0.2369,-0.2369,-0.2369
6.8732,7.2092,7.2092,7.2092,-0.3215,-0.3215,-0.3215
6.9100,7.6025,7.6025,7.6025,-0.1869,-0.1869,-0.1869
6.9468,7.6714,7.6714,7.6714,-0.3486,-0.3486,-0.3486
6.9835,7.0752,7.0752,7.0752,-0.7974,-0.7974,-0.7974
7.0203,6.7354,6.7354,6.7354,-1.0649,-1.0649,-1.0649
7.0570,7.1806,7.1806,7.1806,-1.0416,-1.0416,-1.0416
7.0938,7.4753,7.4753,7.4753,-1.0832,-1.0832,-1.0832
7.1305,7.8694,7.8694,7.8694,-1.2106,-1.2106,-1.2106
7.1673,8.3950,8.3950,8.3950,-1.4421,-1.4421,-1.4421
7.2040,7.9171,7.9171,7.9171,-1.1817,-1.1817,-1.1817
7.2408,7.8580,7.8580,7.8580,-1.1069,-1.1069,-1.1069
7.2776,7.7885,7.7885,7.7885,-1.1196,-1.1196,-1.1196
7.3143,7.1878,7.1878,7.1878,-1.1449,-1.1449,-1.1449
7.3511,6.9140,6.9140,6.9140,-1.1218,-1.1218,-1.1218
7.3878,6.4021,6.4021,6.4021,-1.0742,-1.0742,-1.0742
7.4246,6.0865,6.0865,6.0865,-1.0035,-1.0035,-1.0035
7.4613,5.8885,5.8885,5.8885,-0.9227,-0.9227,-0.9227
7.4981,5.8741,5.8741,5.8741,-0.8366,-0.8366,-0.8366
7.5348,6.0542,6.0542,6.0542,-0.7476,-0.7476,-0.7476
7.5716,6.1611,6.1611,6.1611,-0.7236,-0.7236,-0.7236
7.6084,5.9549,5.9549,5.9549,-0.5657,-0.5657,-0.5657
7.6451,5.8999,5.8999,5.8999,-0.3445,-0.3445,-0.3445
7.6819,5.3388,5.3388,5.3388,-0.3198,-0.3198,-0.3198
7.7186,5.1724,5.1724,5.1724,-0.2980,-0.2980,-0.2980
